id	name	type
27492603	A spese della stamperia Paperiniana	Publisher
25233115	Nella stamperia di S.A. Reale per Pietro Antonio Brigonci	Publisher
16351597	Bando et legge sopra i confinati	Edition
25233556	Nella stamperia di S.A.S. ...	Publisher
22861543	Presso R. Bancker	Publisher
25233965	Nella stamperia ducale, appresso Giorgio Marescotti	Publisher
21507208	Appresso Gabriel Giolito di Ferrarii e fratelli	Publisher
25234391	Per Francisco Onofri, stampatore granducale	Publisher
19235424	I pastori delle alpi : dramma serio giocoso per musica da rappresentarsi nel Regio Teatro di Trieste l'autunno dell'anno MDCCLXXX i.e. 1780 : dedicato a Sua Eccellenza Reverendissima il signore signore Carlo del S.R.I. conte e signore de Zinzendorf, e Pottendorf ecc. ecc	Edition
25236520	Nella stamperia di S.A.S. alla Condotta	Publisher
10819016	Teatro del cielo, e della terra : nel quale si discorre breuemente ... opera curiosa & degna d'ogni eleuato spirito	Edition
13178955	Origine della lingva fiorentina, altrimenti Il Gello	Edition
14227672	Al gran Cosmo Medici illustrissimo et eccellentissimo duca di Fiorenze & di Siena : commento sopra la canzone di Guido Caualcanti›Commento sopra la canzone di Guido Cavalcanti	Edition
10034374	Essay on criticism›Saggio sopra la critica	Edition
10034375	Il Malmantile racquistato	Edition
10034378	Il Malmantile racquistato	Edition
12656535	Lettera di Francesco Redi ... Sopra alcvne opposizioni fatte alle sve Osservazioni intorno alle vipere. Scritta alli Signori Alessandro Moro, e abate Bovrdelot	Edition
12656536	Osservazioni intorno alle vipere fatte da Francesco Redi ... rivedvte dall' avtore, e da lvi scritte in vna lettera all' illvstriss	Edition
12656537	Esperienze intorno a diverse cose natvrali, e particolarmente a qvelle, che ci son portate dall'Indie	Edition
12656538	Esperienze intorno alla generazione degl'insetti	Edition
12656539	Osservazioni di Francesco Redi ... intorno agli animali viventi che si trovano negli animali viventi	Edition
13967966	Essays›Saggi morali del signore Francesco Bacono	Edition
30220957	Giuseppe del Papa	Person
17576219	Il peccator contrito	Edition
17576226	Concordato del MDCCLXXX : tra la santità del sommo pontefice Pio VI es. A.R. il serenissimo Pietro Leopoldo I, arciduca d'Austria, principe reale d'Ungheria e di Boemia, Granduca IX. di Toscana &c. &c. &c. : intorno alla bonificazione delle Chiane nei territorj di Città-della-Pieve e di Chiusi›Concordato del 1780	Edition
19212197	Laodicea›Tegene e Laodicea : dramma per musica : da rappresentarsi nel Regio Teatro di via della Pergola il carnevale del 1799 : sotto la protez. dell'A.R. di Ferdinando III. arciduca d'Austria principe reale d'Ungheria e di Boemia gran-duca di Toscana ec. ec. ec	Edition
13445044	Vita della gran serva di Dio suor Anna Caterina Guasconi, monaca nel monastero di Santa Maria Regina Coeli detto Di Chiarito	Edition
29237365	Appresso Anton Giuseppe Pagani Librajo dalle scalere di Badia	Publisher
22620557	Stamperia di G. Manni	Publisher
19213058	Trionfo di Gedeone›Il trionfo di Gedeone : dramma sacro per musica da rappresentarsi nel Regio Teatro di Via della Pergola la quadragesima del 1798 : sotto la protez. dell'A.R. di Ferdinando III. arciduca d'Austria principe reale d'Ungheria e di Boemia gran-duca di Toscana ec. ec. ec	Edition
19214064	Prova del dramma serio›La prova del dramma serio : dramma giocoso per musica da rappresentarsi in Firenze nel R. Teatro di via del Cocomero nel carnevale dell'anno 1797 : sotto la protezione dell'A.R. il serenissimo Ferdinando III. principe reale d'Ungheria e di Boemia arciduca d'Austria gran-duca di Toscana ec. ec. ec	Edition
12136391	Della decima e di varie altre gravezze imposte dal comune di Firenze	Edition
30486490	Anton Francesco Grazzini	Person
19214869	I nemici generosi, o sia, Il duello per complimento : dramma giocoso per musica : da rappresentarsi nel regio Teatro di Via della Pergola la primavera del 1797 : sotto la protez. dell'A.R. di Ferdinando III. arciduca d'Austria principe reale d'Ungheria e di Boemia gran-duca di Toscana ec. ec. ec	Edition
19215205	Baldassare punito›Baldassarre punito : dramma sacro per musica da rappresentarsi nel regio Teatro di via della Pergola la quadragesima del 1796 : sotto la protez. dell'A.R. di Ferdinando III. arciduca d'Austria principe reale d'Ungheria e di Boemia gran-duca di Toscana ec. ec. ec	Edition
20526032	G. Cambiagi	Publisher
14235229	Del matrimonio : ragionamento	Edition
19216035	La conquista di Granata : dramma per musica da rappresentarsi nel regio Teatro di via della Pergola l'autunno del 1796 : sotto la Protez. dell'A.R. di Ferdinando III. arciduca d'Austria principe reale d'Ungheria e di Boemia gran-duca di Toscana &c. &c. &c	Edition
5060637	Ristampata in Firenze	Place
22624322	R. Bancker	Publisher
